y_true,y_pred_baseline,y_pred_credits,base_p_average,base_p_flop,base_p_hit,p_average,p_flop,p_hit,base_confidence,confidence,p_true_baseline,p_true_credits,delta_p_true,baseline_correct,credits_correct,transition,id,title,original_title,main_genre,budget,runtime,production_scale,talent_score,cast_size,crew_size,known_actor_count,possible_franchise_flag,director_name,runtime_bucket,budget_bucket
flop,flop,flop,0.3546391374339392,0.4359914330370013,0.20936942952905957,0.3959347847465758,0.43423812291569475,0.16982709233772952,0.4359914330370013,0.43423812291569475,0.4359914330370013,0.43423812291569475,-0.0017533101213065283,1,1,stable_correct,11702,The Replacement Killers,The Replacement Killers,Action,30000000,87.0,indie,0.07608695652173912,13,10,0,0,Antoine Fuqua,short,budget_mid
hit,hit,hit,0.24919544174119793,0.2509163414199408,0.4998882168388614,0.1509347363503151,0.19774394421874483,0.6513213194309401,0.4998882168388614,0.6513213194309401,0.4998882168388614,0.6513213194309401,0.15143310259207865,1,1,stable_correct,9003,Hellraiser,Hellraiser,Horror,1000000,94.0,mid_scale,0.0,22,71,0,0,Clive Barker,medium,budget_low
hit,flop,average,0.2784313245452813,0.403895316369926,0.31767335908479255,0.4045786802592285,0.298145156193786,0.29727616354698555,0.403895316369926,0.4045786802592285,0.31767335908479255,0.29727616354698555,-0.020397195537807,0,0,stable_wrong,792,Platoon,Platoon,Drama,6000000,120.0,indie,0.5298136645962732,31,34,3,0,Oliver Stone,medium,budget_low
flop,flop,average,0.37630508760026643,0.40620825715546544,0.21748665524426825,0.4382620076547424,0.39366266895569313,0.16807532338956446,0.40620825715546544,0.4382620076547424,0.40620825715546544,0.39366266895569313,-0.012545588199772306,1,0,correct_to_wrong,36691,Solitary Man,Solitary Man,Comedy,15000000,90.0,mid_scale,0.0795031055900621,27,7,1,0,Brian Koppelman,medium,budget_low
hit,hit,flop,0.2378348863882625,0.36437976855285603,0.39778534505888147,0.23940533678369888,0.40754058729288867,0.35305407592341254,0.39778534505888147,0.40754058729288867,0.39778534505888147,0.35305407592341254,-0.04473126913546893,1,0,correct_to_wrong,5123,August Rush,August Rush,Drama,25000000,114.0,mid_scale,0.06428571428571428,59,31,1,0,Kirsten Sheridan,medium,budget_mid
hit,average,average,0.41619682367355004,0.381617814573377,0.2021853617530729,0.49025225156700986,0.3737982227476692,0.13594952568532095,0.41619682367355004,0.49025225156700986,0.2021853617530729,0.13594952568532095,-0.06623583606775194,0,0,stable_wrong,9334,The Scorpion King,The Scorpion King,Action,60000000,92.0,mid_scale,0.09472049689440992,18,22,1,0,Chuck Russell,medium,budget_high
flop,flop,flop,0.32621954785432616,0.35398580536124125,0.31979464678443265,0.3673822920968214,0.44688924906978694,0.18572845883339165,0.35398580536124125,0.44688924906978694,0.35398580536124125,0.44688924906978694,0.0929034437085457,1,1,stable_correct,13092,How to Lose Friends & Alienate People,How to Lose Friends & Alienate People,Comedy,27000000,110.0,large_scale,0.06428571428571428,27,34,1,0,Robert B. Weide,medium,budget_mid
flop,hit,hit,0.2663865093705662,0.20476752091892106,0.5288459697105127,0.29007083718308097,0.10458593852002576,0.6053432242968932,0.5288459697105127,0.6053432242968932,0.20476752091892106,0.10458593852002576,-0.1001815823988953,0,0,stable_wrong,10012,Cursed,Cursed,Horror,35000000,97.0,mid_scale,0.3065217391304348,16,163,0,0,Wes Craven,medium,budget_mid
hit,flop,hit,0.22856823218850064,0.48533823430343864,0.28609353350806077,0.022039030949084607,0.06454545876630553,0.91341551028461,0.48533823430343864,0.91341551028461,0.28609353350806077,0.91341551028461,0.6273219767765492,0,1,wrong_to_correct,389,12 Angry Men,12 Angry Men,Drama,350000,96.0,indie,0.0608695652173913,17,17,0,0,Sidney Lumet,medium,budget_low
hit,hit,hit,0.31018054729672345,0.203132171730701,0.4866872809725755,0.31846002215632274,0.08319999081020896,0.5983399870334682,0.4866872809725755,0.5983399870334682,0.4866872809725755,0.5983399870334682,0.11165270606089273,1,1,stable_correct,12,Finding Nemo,Finding Nemo,Animation,94000000,100.0,indie,0.1590062111801242,24,104,2,0,Andrew Stanton,medium,budget_high
hit,average,average,0.39561270068385734,0.2101866553559496,0.3942006439601931,0.4895374442043103,0.09269118849357354,0.4177713673021162,0.39561270068385734,0.4895374442043103,0.3942006439601931,0.4177713673021162,0.023570723341923117,0,0,stable_wrong,4147,Road to Perdition,Road to Perdition,Thriller,80000000,117.0,mid_scale,0.2537267080745341,32,117,3,0,Sam Mendes,medium,budget_high
hit,hit,hit,0.37460631654036497,0.1255907373943035,0.49980294606533165,0.3183852891036832,0.27213287295688515,0.4094818379394316,0.49980294606533165,0.4094818379394316,0.49980294606533165,0.4094818379394316,-0.09032110812590005,1,1,stable_correct,58595,Snow White and the Huntsman,Snow White and the Huntsman,Adventure,170000000,127.0,indie,0.0,36,56,0,0,Rupert Sanders,long,budget_high
average,flop,flop,0.23662340807362567,0.44891003657056106,0.31446655535581325,0.13871630659166836,0.7556403131697104,0.10564338023862126,0.44891003657056106,0.7556403131697104,0.23662340807362567,0.13871630659166836,-0.0979071014819573,0,0,stable_wrong,13001,Stargate: The Ark of Truth,Stargate: The Ark of Truth,Adventure,7000000,97.0,indie,0.0,10,21,0,0,Robert C. Cooper,medium,budget_low
average,flop,hit,0.23229801012432807,0.46134781586368806,0.3063541740119839,0.24007407590963048,0.2849588212205797,0.47496710286978977,0.46134781586368806,0.47496710286978977,0.23229801012432807,0.24007407590963048,0.007776065785302405,0,0,stable_wrong,2009,"4 Months, 3 Weeks and 2 Days","4 luni, 3 săptămîni și 2 zile",Drama,852510,113.0,large_scale,0.0,21,21,0,1,Cristian Mungiu,medium,budget_low
flop,flop,flop,0.2946443883926112,0.35495258264335794,0.35040302896403086,0.3752554881715856,0.459129276602168,0.16561523522624633,0.35495258264335794,0.459129276602168,0.35495258264335794,0.459129276602168,0.10417669395881007,1,1,stable_correct,5852,Angel Eyes,Angel Eyes,Drama,53000000,102.0,large_scale,0.0,27,21,0,0,Luis Mandoki,medium,budget_high
average,flop,flop,0.2499147971948184,0.43542800724032465,0.314657195564857,0.2517812259795714,0.5894412157474437,0.15877755827298495,0.43542800724032465,0.5894412157474437,0.2499147971948184,0.2517812259795714,0.0018664287847530159,0,0,stable_wrong,13960,ATL,ATL,Drama,20000000,105.0,indie,0.06428571428571428,14,3,1,0,Christian Robinson,medium,budget_mid
flop,flop,flop,0.28626459599991416,0.43504835871785363,0.27868704528223226,0.3394312064008639,0.3503378115112937,0.31023098208784244,0.43504835871785363,0.3503378115112937,0.43504835871785363,0.3503378115112937,-0.08471054720655996,1,1,stable_correct,8814,Doom,Doom,Adventure,60000000,105.0,large_scale,0.12515527950310557,15,76,1,0,Andrzej Bartkowiak,medium,budget_high
hit,hit,hit,0.11837476054795722,0.11086639780287169,0.7707588416491711,0.07142575113181031,0.03763369738806671,0.890940551480123,0.7707588416491711,0.890940551480123,0.7707588416491711,0.890940551480123,0.12018170983095189,1,1,stable_correct,609,Poltergeist,Poltergeist,Horror,10700000,114.0,indie,0.04565217391304347,16,26,0,1,Tobe Hooper,medium,budget_low
flop,hit,average,0.31502058926819065,0.2675236299464711,0.41745578078533824,0.43898368657659165,0.3191035360887094,0.24191277733469907,0.41745578078533824,0.43898368657659165,0.2675236299464711,0.3191035360887094,0.051579906142238285,0,0,stable_wrong,12177,The Love Guru,The Love Guru,Comedy,62000000,87.0,mid_scale,0.06428571428571428,19,17,1,0,Marco Schnabel,short,budget_high
hit,flop,hit,0.24182123143411596,0.47247051560489917,0.2857082529609849,0.073377244076755,0.21187063893940478,0.7147521169838402,0.47247051560489917,0.7147521169838402,0.2857082529609849,0.7147521169838402,0.4290438640228553,0,1,wrong_to_correct,43306,A Guy Named Joe,A Guy Named Joe,Drama,2627000,120.0,indie,0.015217391304347825,14,17,0,0,Victor Fleming,medium,budget_low
flop,flop,flop,0.25107768772867106,0.558171154180425,0.1907511580909041,0.20904114264328277,0.4842778934287152,0.3066809639280019,0.558171154180425,0.4842778934287152,0.558171154180425,0.4842778934287152,-0.07389326075170977,1,1,stable_correct,29146,Charly,Charly,Drama,950000,103.0,indie,0.0,8,8,0,0,Ralph Nelson,medium,budget_low
flop,flop,flop,0.31342356568024365,0.4376825594297446,0.24889387489001163,0.26412123873811205,0.5593400650090151,0.17653869625287288,0.4376825594297446,0.5593400650090151,0.4376825594297446,0.5593400650090151,0.12165750557927052,1,1,stable_correct,9095,Mary Reilly,Mary Reilly,Drama,47000000,104.0,indie,0.2046583850931677,11,14,2,0,Stephen Frears,medium,budget_high
hit,hit,hit,0.20932795230894305,0.22253831457396814,0.5681337331170888,0.21750624500648455,0.15495829037483072,0.6275354646186848,0.5681337331170888,0.6275354646186848,0.5681337331170888,0.6275354646186848,0.059401731501596,1,1,stable_correct,44040,Devil,Devil,Horror,10000000,80.0,mid_scale,0.04565217391304347,16,43,0,0,John Erick Dowdle,short,budget_low
hit,hit,flop,0.29422696294903006,0.297087348035175,0.4086856890157949,0.3216413567315596,0.420298109319247,0.2580605339491935,0.4086856890157949,0.420298109319247,0.4086856890157949,0.2580605339491935,-0.1506251550666014,1,0,correct_to_wrong,10557,East Is East,East Is East,Comedy,3800000,97.0,mid_scale,0.0,21,5,0,0,Damien O'Donnell,medium,budget_low
average,average,average,0.38622241258842593,0.33599363397875676,0.2777839534328174,0.38083187287500925,0.3433109121605714,0.2758572149644194,0.38622241258842593,0.38083187287500925,0.38622241258842593,0.38083187287500925,-0.005390539713416687,1,1,stable_correct,14578,Outside Providence,Outside Providence,Romance,7000000,96.0,indie,0.14378881987577638,12,5,2,0,Michael Corrente,medium,budget_low
average,average,average,0.39324743780843735,0.3127756846082633,0.29397687758329927,0.42905332558016873,0.3930436634336774,0.17790301098615394,0.39324743780843735,0.42905332558016873,0.39324743780843735,0.42905332558016873,0.03580588777173138,1,1,stable_correct,46261,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,Fantasy,25000000,99.0,large_scale,0.0,9,69,0,0,Troy Nixey,medium,budget_mid
hit,flop,flop,0.33751901818819763,0.4295398969155888,0.23294108489621354,0.312778708996879,0.5934088057288998,0.09381248527422119,0.4295398969155888,0.5934088057288998,0.23294108489621354,0.09381248527422119,-0.13912859962199237,0,0,stable_wrong,48340,Sanctum,Sanctum,Action,30000000,108.0,large_scale,0.0,13,14,0,0,Alister Grierson,medium,budget_mid
flop,flop,flop,0.27316284382422445,0.39571061867983803,0.3311265374959376,0.33092814140390164,0.49000241973626407,0.17906943885983434,0.39571061867983803,0.49000241973626407,0.39571061867983803,0.49000241973626407,0.09429180105642604,1,1,stable_correct,9701,North Country,North Country,Drama,35000000,126.0,mid_scale,0.12857142857142856,17,12,2,0,Niki Caro,long,budget_mid
average,average,average,0.4441973524531656,0.2787188098535165,0.27708383769331785,0.6829456372545424,0.21004237359046685,0.10701198915499079,0.4441973524531656,0.6829456372545424,0.4441973524531656,0.6829456372545424,0.23874828480137678,1,1,stable_correct,9509,Man on Fire,Man on Fire,Action,70000000,146.0,large_scale,0.465527950310559,12,147,2,0,Tony Scott,long,budget_high
hit,hit,hit,0.2555253673741681,0.3417100240078334,0.40276460861799845,0.16322862488805187,0.4077690645814425,0.4290023105305057,0.40276460861799845,0.4290023105305057,0.40276460861799845,0.4290023105305057,0.02623770191250724,1,1,stable_correct,84332,Safety Not Guaranteed,Safety Not Guaranteed,Comedy,750000,85.0,indie,0.015217391304347825,19,23,0,0,Colin Trevorrow,short,budget_low
hit,flop,hit,0.3495904687189649,0.37679529855539506,0.27361423272564006,0.21123017706374733,0.33979442081972727,0.4489754021165253,0.37679529855539506,0.4489754021165253,0.27361423272564006,0.4489754021165253,0.17536116939088525,0,1,wrong_to_correct,205596,The Imitation Game,The Imitation Game,History,14000000,113.0,indie,0.0,68,43,0,1,Morten Tyldum,medium,budget_low
hit,flop,flop,0.18720411002672208,0.6222984386889905,0.19049745128428747,0.1684161919119684,0.4667760263094481,0.3648077817785835,0.6222984386889905,0.4667760263094481,0.19049745128428747,0.3648077817785835,0.174310330494296,0,0,stable_wrong,9367,El Mariachi,El Mariachi,Action,220000,81.0,indie,0.41304347826086957,7,11,0,0,Robert Rodriguez,short,budget_low
flop,average,average,0.4572204752976808,0.23676332729422048,0.3060161974080986,0.4904785422695457,0.11878851164064198,0.39073294608981235,0.4572204752976808,0.4904785422695457,0.23676332729422048,0.11878851164064198,-0.1179748156535785,0,0,stable_wrong,3093,Basic Instinct 2,Basic Instinct 2,Crime,70000000,114.0,mid_scale,0.03043478260869565,37,14,0,1,Michael Caton-Jones,medium,budget_high
hit,flop,flop,0.3006889149145439,0.4304790551451256,0.2688320299403305,0.3281047745732038,0.5346000834988935,0.13729514192790268,0.4304790551451256,0.5346000834988935,0.2688320299403305,0.13729514192790268,-0.13153688801242783,0,0,stable_wrong,13051,Max Payne,Max Payne,Action,35000000,100.0,large_scale,0.10993788819875774,17,17,1,0,John Moore,medium,budget_mid
hit,flop,flop,0.33904468628487766,0.3965057221778338,0.26444959153728853,0.40790173559677867,0.42066907899293654,0.17142918541028473,0.3965057221778338,0.42066907899293654,0.26444959153728853,0.17142918541028473,-0.0930204061270038,0,0,stable_wrong,43959,Soul Surfer,Soul Surfer,Action,18000000,106.0,large_scale,0.0795031055900621,16,3,1,0,Sean McNamara,medium,budget_mid
average,average,hit,0.4426047339345022,0.14399728587897176,0.41339798018652607,0.3815530439259741,0.22462889873243083,0.39381805734159503,0.4426047339345022,0.39381805734159503,0.4426047339345022,0.3815530439259741,-0.061051690008528114,1,0,correct_to_wrong,258489,The Legend of Tarzan,The Legend of Tarzan,Action,180000000,109.0,large_scale,0.1590062111801242,34,12,2,0,David Yates,medium,budget_high
hit,hit,hit,0.18329358118342298,0.19001899124770516,0.6266874275688719,0.10839669559516829,0.05562201121597645,0.8359812931888553,0.6266874275688719,0.8359812931888553,0.6266874275688719,0.8359812931888553,0.20929386561998342,1,1,stable_correct,10281,Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood,Horror,2800000,88.0,indie,0.0,15,12,0,1,John Carl Buechler,short,budget_low
hit,average,hit,0.3634539716428848,0.3457862033656741,0.29075982499144115,0.16282136746407178,0.0697076957790008,0.7674709367569275,0.3634539716428848,0.7674709367569275,0.29075982499144115,0.7674709367569275,0.4767111117654863,0,1,wrong_to_correct,270487,"Hail, Caesar!","Hail, Caesar!",Comedy,22000000,106.0,mid_scale,0.5145962732919254,87,19,3,0,Joel Coen,medium,budget_mid
hit,flop,hit,0.37712537078972014,0.3812193181883618,0.24165531102191803,0.20398760566567492,0.07583317631579826,0.7201792180185268,0.3812193181883618,0.7201792180185268,0.24165531102191803,0.7201792180185268,0.47852390699660874,0,1,wrong_to_correct,395,AVP: Alien vs. Predator,AVP: Alien vs. Predator,Adventure,70000000,101.0,large_scale,0.3065217391304348,25,137,0,1,Paul W.S. Anderson,medium,budget_high
flop,average,average,0.4419136222196742,0.1681014768574443,0.3899849009228814,0.5309543265563689,0.2392466271977867,0.2297990462458444,0.4419136222196742,0.5309543265563689,0.1681014768574443,0.2392466271977867,0.07114515034034238,0,0,stable_wrong,1850,Man on the Moon,Man on the Moon,Comedy,82000000,118.0,indie,0.1590062111801242,17,19,2,0,Miloš Forman,medium,budget_high
hit,average,hit,0.5885548571121274,0.08695265101985142,0.32449249186802115,0.21905847367791173,0.011705653117477233,0.7692358732046111,0.5885548571121274,0.7692358732046111,0.32449249186802115,0.7692358732046111,0.4447433813365899,0,1,wrong_to_correct,206647,Spectre,Spectre,Action,245000000,148.0,mid_scale,0.12515527950310557,83,155,1,1,Sam Mendes,long,budget_high
hit,flop,flop,0.19884022160995068,0.5048148928776877,0.29634488551236166,0.18870093635059645,0.6353884053260339,0.1759106583233696,0.5048148928776877,0.6353884053260339,0.29634488551236166,0.1759106583233696,-0.12043422718899205,0,0,stable_wrong,1088,Whale Rider,Whale Rider,Drama,8000000,101.0,indie,0.0,12,9,0,0,Niki Caro,medium,budget_low
average,average,average,0.47397035946805505,0.16192212470580186,0.3641075158261431,0.5125007980120094,0.22663763323542951,0.260861568752561,0.47397035946805505,0.5125007980120094,0.47397035946805505,0.5125007980120094,0.03853043854395438,1,1,stable_correct,13183,Watchmen,Watchmen,Action,130000000,163.0,large_scale,0.07608695652173912,35,24,0,0,Zack Snyder,long,budget_high
hit,hit,hit,0.34019426356496185,0.2604403139339874,0.3993654225010507,0.0751386200762003,0.11450144000961109,0.8103599399141886,0.3993654225010507,0.8103599399141886,0.3993654225010507,0.8103599399141886,0.4109945174131379,1,1,stable_correct,82695,Les Misérables,Les Misérables,Drama,61000000,157.0,mid_scale,0.20807453416149066,208,46,3,0,Tom Hooper,long,budget_high
hit,average,average,0.41406543914913047,0.27343556969459676,0.3124989911562728,0.5521824723851015,0.14943987216483406,0.2983776554500644,0.41406543914913047,0.5521824723851015,0.3124989911562728,0.2983776554500644,-0.014121335706208382,0,0,stable_wrong,9021,The Santa Clause 2,The Santa Clause 2,Fantasy,65000000,104.0,mid_scale,0.015217391304347825,13,37,0,1,Michael Lembeck,medium,budget_high
average,average,average,0.4207002484673989,0.2739687183060177,0.3053310332265833,0.4982776195419376,0.1968497811075188,0.3048725993505437,0.4207002484673989,0.4982776195419376,0.4207002484673989,0.4982776195419376,0.07757737107453871,1,1,stable_correct,10590,We Were Soldiers,We Were Soldiers,Action,75000000,138.0,mid_scale,0.09472049689440992,54,132,1,0,Randall Wallace,long,budget_high
hit,hit,hit,0.22669331930981865,0.15135457692222992,0.6219521037679514,0.19715094758777751,0.05251892891800289,0.7503301234942196,0.6219521037679514,0.7503301234942196,0.6219521037679514,0.7503301234942196,0.12837801972626817,1,1,stable_correct,238636,The Purge: Anarchy,The Purge: Anarchy,Horror,9000000,104.0,large_scale,0.015217391304347825,41,64,0,1,James DeMonaco,medium,budget_low
